#meleeweapons																												
Id		Categories	TechLevel	Price	Weight	InventoryWidthSize	ItemClass	WeaponClass	WeaponSubClass	IsImplicit	RequiredAmmo	OverrideAmmo	DefaultAmmoId	Damage	Firemodes	MagazineCapacity	ReloadDuration	ReloadOneClip	DurabilityLossOnThrow	ThrowRange	MeleeCanAmputate	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory			
rail_pistol_2		Medical Managment PlanetBridge	2	400	2.2	2	Weapon	Pistol	Rail	false			implicted_em_ammo		22 22 crit 1.75	basic_rifle_single	5	12	0	8	0.9	true	45	0	false	rail_weapon		false
rail_pistol_3		Medical Managment PlanetBridge	3	600	3.4	2	Weapon	Pistol	Rail	false			implicted_em_ammo		23 23 crit 1.75	basic_rifle_single	5	12	0	8	0.9	true	45	0	false	rail_weapon		false
mercury_arm		Mercury	1	120	3	2	Weapon	Smg	Quasi	false	QuasiCells	implicted_quasi_beam	quasi_basic_ammo		11 21 crit 1.45	basic_energy_smg_auto	4	14	16	12	0	false	149	0	false	nothing		false
ddr_frost_shotgun_1		DaydreamChems	9	1500	3	2	Weapon	Shotgun	Coldgun	false	BatteryCells	implicted_coldgun_shrapnel	battery_basic_ammo		7 32 crit 1.5	basic_energy_shotgun_single basic_energy_shotgun_burst	3	16	8	12	0	false	100	0	false	tech_weapon		false
civ_plasma_assault_1		CResistance	7	1200	3	2	Weapon	AssaultRifle	Plasma	false	BatteryCells	implicted_plasma_charge	battery_basic_ammo		12 24 crit 1.75	basic_rifle_single basic_rifle_burst	7	10	2	5	0	true	86	0	false	tech_weapon		false
pmc_smg_1		Police Military Medical Worker Managment AnCom SBN PlanetBridge Grasshopper Sunlight FrancheComte ChurchRevelation CoreWard	1	200	3	2	Weapon	Smg	Firearm	false	Bullets		small_basic_ammo		12 24 crit 1.45	basic_smg_shortauto basic_smg_auto	4	16	8	12	0	false	150	0	false	firearms_weapon		false
pmc_smg_2		Police Military Medical Worker Managment AnCom SBN PlanetBridge Grasshopper Sunlight FrancheComte ChurchRevelation CoreWard	2	300	3.6	2	Weapon	Smg	Firearm	false	Bullets		small_basic_ammo		13 25 crit 1.45	basic_smg_shortauto basic_smg_auto	4	16	12	12	0	false	150	0	false	firearms_weapon		false
pmc_smg_3		AnCom	5	400	4.2	2	Weapon	Smg	Firearm	false	Bullets		small_basic_ammo		14 25 crit 1.6	basic_smg_shortauto basic_smg_auto	4	16	16	12	0	false	143	0	false	firearms_weapon		false
civ_common_smg_2		CResistance	3	600	4.7999997	2	Weapon	Smg	Firearm	false	Bullets		small_basic_ammo		15 25 crit 1.45	basic_smg_shortauto basic_smg_auto	4	19	10	13	0	false	150	0	false	firearms_weapon		false
grh_common_smg_1		Grasshopper	5	800	5.9399996	2	Weapon	Smg	Firearm	false	Bullets		small_basic_ammo		14 23 crit 1.45	basic_smg_shortauto basic_smg_auto	5	16	8	11	0	false	143	0	false	firearms_weapon		false
fra_security_smg_1		FrancheComte	4	800	4.799999	2	Weapon	Smg	Firearm	false	Bullets		small_basic_ammo		17 26 crit 1.45	basic_smg_shortauto basic_smg_auto	3	16	8	12	0	false	150	0	false	firearms_weapon		false
fra_security_smg_2		FrancheComte	6	1000	5.3999996	2	Weapon	Smg	Firearm	false	Bullets		small_basic_ammo		18 26 crit 1.45	basic_smg_shortauto basic_smg_auto	3	16	4	12	0	false	150	0	false	firearms_weapon		false
dil_sound_pistol_2		Dilthey	5	800	1	2	Weapon	Pistol	Rail	false			implicted_em_blunt_ammo		17 17 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	4	8	0	true	45	0	false	tech_weapon		false
military_smg_1		Military SheduThousand RealWare	3	600	3	2	Weapon	Smg	Firearm	false	Medium		medium_basic_ammo		12 24 crit 1.45	basic_smg_shortauto basic_smg_auto	4	16	12	12	0.25	false	150	0	false	firearms_weapon		false
pirates_smg_2		UnchainedBelt Prison	3	600	3.6	2	Weapon	Smg	Firearm	false	Medium		medium_basic_ammo		13 25 crit 1.45	basic_smg_shortauto basic_smg_auto	4	16	8	12	0	false	150	0	false	firearms_weapon		false
civ_common_smg_1		CResistance	2	600	4.2	2	Weapon	Smg	Firearm	false	Medium		medium_basic_ammo		14 25 crit 1.45	basic_smg_shortauto basic_smg_auto	4	19	10	13	0	false	150	0	false	firearms_weapon		false
anc_quasi_smg_1		AnCom	5	1200	4.7999997	2	Weapon	Smg	Firearm	false	Medium		medium_basic_ammo		15 25 crit 1.6	basic_smg_shortauto basic_smg_auto	4	16	20	12	0.25	false	143	0	false	firearms_weapon		false
rwa_military_smg_1		RealWare SheduThousand	7	1500	5.3999996	2	Weapon	Smg	Firearm	false	Medium		medium_basic_ammo		16 25 crit 1.45	basic_smg_shortauto basic_smg_auto	4	16	16	12	0.25	false	150	0	false	firearms_weapon		false
trash_smg_1		Prison Miner UnchainedBelt	1	200	3	2	Weapon	Smg	Firearm	false	Shells		shotgun_shrapnel_ammo		12 24 crit 1.3000001	basic_shotgun_auto	3	16	8	12	0	false	149	0	false	firearms_weapon		false
pirates_smg_1		UnchainedBelt Prison	2	300	3.6	2	Weapon	Smg	Firearm	false	Shells		shotgun_shrapnel_ammo		13 25 crit 1.3000001	basic_shotgun_auto	3	16	8	12	0	false	149	0	false	firearms_weapon		false
police_smg_1		Police UnchainedBelt FrancheComte	2	400	4.2	2	Weapon	Smg	Firearm	false	Shells		shotgun_shrapnel_ammo		14 25 crit 1.3000001	basic_shotgun_auto	3	16	8	12	0	false	149	0	false	firearms_weapon		false
venus_spear_hmg_1		none	10	9000	10	2	Weapon	Machinegun	Quasi	false	QuasiCells		quasi_basic_ammo		12 24 crit 1.6	basic_machinegun_shortauto	6	60	7	16	0	false	198	0	true	venus_weapon		false
venus_quasi_shotgun_1		Tezctlan XiomaraMasks	3	400	3	2	Weapon	Shotgun	Quasi	false	QuasiCells		quasi_basic_ammo		9 38 crit 1.6	basic_shotgun_single	5	16	4	12	0	false	165	0	false	venus_weapon		false
army_pistol_2		Common Prison Police Military DaydreamChems	1	200	0.5	2	Weapon	Pistol	Firearm	false	Shells		shotgun_shrapnel_ammo		9 26 crit 1.5	basic_shotgun_single basic_shotgun_burst	2	12	6	8	0	false	150	0	false	firearms_weapon		false
army_pistol_4		Military DaydreamChems	3	400	1.1	2	Weapon	Pistol	Firearm	false	Shells		shotgun_shrapnel_ammo		10 27 crit 1.5	basic_shotgun_single basic_shotgun_burst	2	12	6	8	0	false	150	0	false	firearms_weapon		false
army_pistol_3		Military DaydreamChems	2	400	1.7	2	Weapon	Pistol	Firearm	false	Shells		shotgun_shrapnel_ammo		11 28 crit 1.5	basic_shotgun_single basic_shotgun_burst	2	12	6	8	0	false	150	0	false	firearms_weapon		false
she_heavy_pistol_1		SheduThousand	1	600	0.5	2	Weapon	Pistol	Firearm	false	Shells		shotgun_shrapnel_ammo		9 26 crit 1.65	basic_shotgun_single basic_shotgun_burst	2	12	4	8	0	false	86	0	false	tech_weapon		false
mercury_assault_staff_1		Mercury	1	1600	3	2	Weapon	AssaultRifle	Plasma	false	QuasiCells	implicted_quasi_beam	quasi_basic_ammo		15 29 crit 1.7	basic_energy_rifle_single	8	18	12	12	0	false	149	0	false	mercury_weapon		false
civ_plasma_pistol_1		CResistance	4	600	0.5	2	Weapon	Pistol	Plasma	false	BatteryCells	implicted_plasma_charge	battery_basic_ammo		6 20 crit 1.8	basic_energy_rifle_single basic_energy_rifle_burst	4	6	2	3	0	true	86	0	false	tech_weapon		false
army_sniper_1		Police Military RealWare SheduThousand UnchainedBelt Dilthey	6	1200	3	2	Weapon	MarksmanRifle	Firearm	false	Heavy		rifle_basic_ammo		20 40 crit 1.75	advanced_rifle_single	9	6	3	12	0	false	200	0	false	firearms_weapon		false
pirates_sniper_1		UnchainedBelt	5	1200	3.6	2	Weapon	MarksmanRifle	Firearm	false	Heavy		rifle_basic_ammo		21 41 crit 1.9	advanced_rifle_single	9	6	15	12	0	false	190	0	false	firearms_weapon		false
army_sniper_2		AnCom CoreWard Military SheduThousand	8	1800	4.2	2	Weapon	MarksmanRifle	Firearm	false	Heavy		rifle_basic_ammo		22 41 crit 1.75	advanced_rifle_single	9	6	4	12	0	false	200	0	false	firearms_weapon		false
sbn_rail_assault_1		SBN	9	2000	6	2	Weapon	AssaultRifle	Rail	false			implicted_em_ammo		23 23 crit 1.6	basic_rifle_single basic_rifle_burst	6	20	0	12	0.8	true	45	0	false	rail_weapon		false
moon_assault_1		Moon	1	200	3	2	Weapon	AssaultRifle	Quasi	false	Bolts		quasi_bolts_ammo		19 36 crit 1.4	basic_rifle_single	8	18	9	12	0.8	false	164	0	false	moon_weapon		false
dil_sound_pistol_1		Dilthey	2	600	1	2	Weapon	Pistol	Rail	false			implicted_em_blunt_ammo		21 21 crit 1.75	basic_rifle_single	5	12	4	8	0	true	45	0	false	tech_weapon		false
venus_quasi_pistol_1		Tezctlan XiomaraMasks	1	400	0.5	2	Weapon	Pistol	Quasi	false	QuasiCells		quasi_basic_ammo		6 20 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	4	8	0	false	150	0	false	venus_weapon		false
military_minigun_1		RealWare Grasshopper Military	9	2500	10	2	Weapon	Minigun	Firearm	false	Heavy		rifle_basic_ammo		15 30 crit 1.6	basic_machinegun_shortauto basic_machinegun_auto	6	60	40	16	0	false	200	0	false	firearms_weapon		false
dil_sound_assault_1		Dilthey	8	2000	6	2	Weapon	AssaultRifle	Rail	false			implicted_em_blunt_ammo		23 23 crit 1.6	basic_rifle_single basic_rifle_burst	6	20	0	12	0	true	45	0	false	tech_weapon		false
sbn_rail_smg_1		SBN	4	1400	6	2	Weapon	Smg	Rail	false			implicted_em_ammo		18 18 crit 1.45	basic_smg_shortauto basic_smg_auto	4	16	0	12	0.9	true	45	0	false	rail_weapon		false
plasma_assault_1		ChurchRevelation SBN Sunlight	6	1600	3	2	Weapon	AssaultRifle	Plasma	false	BatteryCells	implicted_plasma_charge	battery_basic_ammo		12 24 crit 1.6	basic_rifle_single basic_rifle_burst	6	20	12	12	0	false	90	0	false	tech_weapon		false
mercury_shotgun_staff_1		Mercury	1	400	3	2	Weapon	Shotgun	Quasi	false	QuasiCells	implicted_energy_shrapnel	quasi_basic_ammo		11 40 crit 1.6	basic_shotgun_single	5	14	4	12	0	false	165	0	false	mercury_weapon		false
fra_shock_smg_1		FrancheComte	5	900	1.8	2	Weapon	Smg	Electric	false	BatteryCells	implicted_shockgun	battery_basic_ammo		9 19 crit 1.45	basic_smg_auto	3	16	4	12	0	false	90	0	false	tech_weapon		false
laser_smg_1		SBN Sunlight Science	3	500	3	2	Weapon	Smg	Laser	false	BatteryCells		battery_basic_ammo		9 19 crit 1.45	basic_smg_shortauto basic_smg_auto	4	16	2	12	0	false	90	0	false	laser_weapon		false
laser_smg_2		SBN Sunlight Science	4	600	3.6	2	Weapon	Smg	Laser	false	BatteryCells		battery_basic_ammo		10 20 crit 1.45	basic_smg_shortauto basic_smg_auto	4	16	6	12	0	false	90	0	false	laser_weapon		false
ddr_toxic_pistol_1		Science Medical DaydreamChems	1	400	3	2	Weapon	Smg	Toxic	false	Toxic		toxic_ammo		11 24 crit 1.6500001	basic_smg_single	9	8	4	5	0.8	true	90	0	false	tech_weapon		false
ddr_frost_pistol_1		DaydreamChems	4	800	0.5	2	Weapon	Pistol	Coldgun	false	BatteryCells	implicted_coldgun	battery_basic_ammo		8 24 crit 1.75	basic_rifle_single	5	12	2	8	0	false	90	0	false	tech_weapon		false
worker_hmg_1		CResistance Worker Miner	1	600	10	2	Weapon	Machinegun	Rail	false	Bolts		nail_bolts_ammo		15 30 crit 1.3	basic_machinegun_shortauto basic_machinegun_auto	6	60	40	16	0.5	false	220	0	false	engineering_weapon		false
cor_worker_hmg_1		CoreWard	3	800	11.2	2	Weapon	Machinegun	Rail	false	Bolts		nail_bolts_ammo		16 31 crit 1.3	basic_machinegun_shortauto basic_machinegun_auto	6	60	40	16	0.5	false	220	0	false	engineering_weapon		false
plb_worker_shockgun_1		PlanetBridge	5	3000	10	2	Weapon	Minigun	Electric	false	BatteryCells	implicted_shockgun	battery_basic_ammo		12 24 crit 1.6	basic_machinegun_shortauto basic_machinegun_auto	6	60	30	16	0	false	121	0	false	tech_weapon		false
sun_laser_assault_1		Sunlight	8	1800	3	2	Weapon	AssaultRifle	Laser	false	BatteryCells		battery_basic_ammo		10 23 crit 1.6	basic_rifle_single basic_rifle_burst	6	23	8	12	0	false	90	0	false	laser_weapon		false
pirates_autogun_1		UnchainedBelt	9	3000	10	2	Weapon	Minigun	Firearm	false	SuperHeavy		heavy_basic_ammo		15 30 crit 1.75	basic_machinegun_shortauto	6	60	10	16	0	false	189	0	false	firearms_weapon		false
she_gas_shotgun_1		SheduThousand	4	600	3	2	Weapon	Shotgun	Firearm	false	Gas	implicted_plasma_shrapnel	gas_ammo		7 32 crit 1.65	basic_energy_shotgun_single basic_energy_shotgun_burst	3	16	8	12	0	false	95	0	false	tech_weapon		false
worker_pistol_1		Miner Worker CoreWard PlanetBridge CResistance	1	100	0.5	2	Weapon	Pistol	Rail	false	Bolts		nail_bolts_ammo		11 31 crit 1.45	basic_rifle_single	5	12	5	8	0.9	false	165	0	false	engineering_weapon		false
